,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,chair,couch,potted plant,bed,dining table,y_test,y_pred
105925,0.77649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5582850528832095
3080,0.0,0.0,0.0,0.0,0.0,0.52365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10108896346304383
27170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8746,0.0,0.0,0.73377,0.0,1.0,0.7750495205118607
27686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49209,0.0,0.0,0.0,0.0,0.0,0.5344767852125533
74175,0.0,0.0,0.77751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24622994214605756
82559,0.0,0.82804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5208326629092606
22014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36462,0.0,0.0,0.0,0.0,0.0,0.5344767852125533
75290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6908,1.0,0.8843530868462283
69132,0.0,0.0,0.0,0.0,0.0,0.40649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08052201311331088
33710,0.79006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4695680693114016
8267,0.0,0.0,0.80444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14911828251546283
51153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33735,0.0,0.0,0.0,0.0,1.0,0.5344767852125533
5463,0.85922,0.0,0.0,0.0,0.0,0.5871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04230886701262123
83894,0.0,0.0,0.0,0.0,0.0,0.0,0.5031,0.0,0.0,0.0,0.0,0.0,1.0,0.9971141682479443
41350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29636,1.0,0.8910017886916639
105219,0.0,0.0,0.0,0.0,0.0,0.0,0.9314,0.0,0.0,0.0,0.0,0.0,1.0,1.0
12123,0.0,0.0,0.0,0.0,0.0,0.0,0.90017,0.0,0.0,0.0,0.0,0.0,1.0,1.0
32568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84814,0.0,0.0,0.37118,0.0,0.0,0.7841906749206128
37369,0.0,0.0,0.0,0.0,0.0,0.84429,0.0,0.84429,0.0,0.0,0.0,0.0,0.0,0.01
86368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33527,0.0,0.0,0.0,0.0,0.5344767852125533
111207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85159,0.0,0.0,0.0,0.0,0.0,0.3203707167495541
62851,0.0,0.0,0.0,0.0,0.0,0.0,0.86837,0.0,0.0,0.0,0.0,0.0,1.0,0.9984087240822745
112732,0.0,0.0,0.0,0.89805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
93634,0.0,0.0,0.0,0.0,0.0,0.67556,0.0,0.0,0.2913,0.0,0.0,0.48722,0.0,0.3
8017,0.0,0.0,0.0,0.0,0.0,0.0,0.92042,0.0,0.0,0.0,0.0,0.0,1.0,1.0
367,0.0,0.0,0.0,0.0,0.0,0.0,0.59226,0.0,0.0,0.0,0.0,0.0,1.0,0.9966348874668061
49960,0.0,0.0,0.0,0.0,0.0,0.85326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1047228813450755
52786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79862,0.0,1.0,0.8262192145443649
91619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84237,0.0,0.0,0.0,1.0,0.7479279662868042
49391,0.0,0.75196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5344767852125533
83226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46934,0.0,0.0,0.0,0.0,1.0,0.5344767852125533
3014,0.0,0.0,0.0,0.0,0.0,0.9051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3564420450787632
21865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7253,0.88135,0.0,0.0,0.58669,1.0,0.1
43582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73834,0.0,0.0,0.0,0.0,1.0,0.5287317351725558
74238,0.0,0.0,0.0,0.0,0.0,0.0,0.80219,0.0,0.0,0.0,0.0,0.0,1.0,0.9968483113816703
33462,0.0,0.0,0.0,0.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2925064899325963
22752,0.0,0.0,0.0,0.77634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4758524297140516
109815,0.0,0.0,0.0,0.0,0.0,0.0,0.81994,0.0,0.0,0.0,0.0,0.0,1.0,0.9975460248592871
95439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37934,0.0,0.8745,0.0,0.0,0.8999257410365441
33884,0.0,0.0,0.0,0.0,0.0,0.0,0.82678,0.0,0.0,0.0,0.0,0.0,1.0,0.9975460248592871
86178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89771,0.0,0.0,0.0,0.0,1.0,0.23205592571065195
30916,0.0,0.0,0.0,0.0,0.0,0.79819,0.0,0.38176,0.0,0.0,0.0,0.0,0.0,0.10987540378403322
112870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62243,0.65324,0.0,0.7543588816194102
4760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5297,0.0,0.8785221552313915
69094,0.0,0.0,0.0,0.0,0.0,0.0,0.86349,0.0,0.0,0.0,0.0,0.0,1.0,0.9984087240822745
8458,0.0,0.0,0.0,0.0,0.0,0.0,0.82525,0.0,0.0,0.0,0.0,0.0,1.0,0.9975460248592871
113106,0.0,0.0,0.0,0.0,0.0,0.0,0.81163,0.0,0.0,0.0,0.0,0.0,1.0,0.9968483113816703
67020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93294,0.0,0.0,0.0,0.0,1.0,0.2
48203,0.0,0.0,0.0,0.0,0.0,0.0,0.78378,0.0,0.0,0.0,0.0,0.0,1.0,0.8853874106387881
