,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,y_test,y_pred
117569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37131,0.0,0.67178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
30315,0.0,0.0,0.0,0.0,0.0,0.53594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27417,0.0,0.0,0.0,0.0,0.0,0.59805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59038,0.26843,0.0,0.0,0.0,0.0,0.0,0.0,0.3
100852,0.0,0.0,0.0,0.88465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99997,0.0,0.0,0.0,0.0,0.0,0.79268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90110,0.80359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
8030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
103662,0.0,0.0,0.0,0.0,0.0,0.0,0.90989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
55394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80392,0.0,0.79602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
42505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
114383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
18675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
59601,0.0,0.83839,0.0,0.0,0.0,0.0,0.91863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29522,0.0,0.0,0.0,1.0,1.0
83973,0.0,0.0,0.0,0.79003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
36601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59023,0.0,0.81134,0.91206,0.0,0.3327,0.0,0.0,0.0,0.0,1.0,0.2
90909,0.0,0.80332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
75465,0.0,0.0,0.0,0.0,0.0,0.40787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
8996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
58646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
36205,0.0,0.0,0.0,0.0,0.0,0.49178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
110280,0.0,0.0,0.0,0.0,0.0,0.0,0.73186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
41283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81478,0.0,0.0,0.0,0.0,0.92744,0.0,0.0,0.0,0.0,1.0,0.8
116569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30574,0.0,0.79207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15714285714285714
37587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
38206,0.0,0.0,0.0,0.0,0.0,0.0,0.62799,0.0,0.0,0.0,0.64479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
83169,0.0,0.0,0.0,0.0,0.0,0.0,0.79824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
93483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36492,0.0,0.85315,0.91317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
73952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36104,0.0,0.0,0.0,0.0,1.0,1.0
