,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,y_test,y_pred
1314,0.0,0.0,0.0,0.0,0.0,0.0,0.76294,0.0,0.0,0.9057,0.0,0.0,0.43804,0.0,0.0,0.0,0.0,0.0,1.0
3856,0.0,0.0,0.0,0.0,0.0,0.0,0.93411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50951,0.80704,0.63796,0.0,0.0,0.0,0.0,0.0,0.0,0.3
482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53178,0.56317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
3177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53824,0.0,0.0,0.0,0.0,0.53008,0.0,0.0,0.0,0.0,0.0,1.0
2949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
2932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
4017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73313,0.0,0.0,0.0,0.67515,0.0,0.0,0.0,1.0,0.5
3130,0.0,0.0,0.0,0.0,0.0,0.58861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3730,0.0,0.0,0.0,0.0,0.0,0.43642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3722,0.0,0.0,0.0,0.0,0.0,0.0,0.90658,0.0,0.0,0.0,0.0,0.0,0.36674,0.0,0.0,0.0,0.0,1.0,1.0
3958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58512,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1416,0.0,0.75533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
4035,0.88998,0.0,0.0,0.0,0.0,0.0,0.0,0.25631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87828,0.90199,0.80723,0.0,0.0,0.0,0.0,0.0,0.0,0.1
1396,0.0,0.0,0.0,0.0,0.0,0.68251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.32978,0.27473,0.0,0.6873,0.0,0.0,0.0,0.0,0.4
2465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79381,0.0,0.0,0.0,1.0,1.0
3753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88609,0.0,0.0,0.1
3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
892,0.0,0.0,0.0,0.86556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
3243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90042,0.0,0.0,0.0
3404,0.0,0.0,0.0,0.75817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,0.0,0.0,0.76306,0.0,0.0,0.0,0.0,0.0,0.35833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81335,0.0,0.0,0.0,0.0,1.0,1.0
4093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
1924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29976,0.0,0.0,0.0,1.0,1.0
3405,0.0,0.0,0.0,0.0,0.0,0.0,0.91816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
4321,0.0,0.0,0.0,0.0,0.0,0.0,0.88096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
1657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3219,0.8432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
3022,0.84392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
2989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25915,0.0,0.0,0.7556382582806103
1227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83914,0.0,0.0,0.0,0.0,1.0,1.0
345,0.0,0.0,0.0,0.0,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84095,0.0,0.0,0.0
2440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2762,0.0,0.76463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
590,0.0,0.75012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
3624,0.0,0.0,0.0,0.0,0.0,0.0,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56059,0.64737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
2291,0.0,0.0,0.0,0.0,0.0,0.37456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
4427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86611,0.0,0.56578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
4784,0.0,0.0,0.0,0.84398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4189,0.90967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
1422,0.0,0.0,0.77261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
4973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49364,0.0,0.0,0.42083,0.0,0.0,0.0,0.0,0.0,0.8
2311,0.0,0.0,0.0,0.84618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50256,0.0,1.0,0.1
4778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
989,0.0,0.0,0.0,0.0,0.0,0.84775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31276,0.0,0.0,0.7
338,0.0,0.0,0.75614,0.0,0.0,0.0,0.0,0.0,0.0,0.81024,0.0,0.0,0.35235,0.0,0.0,0.0,0.0,0.0,0.4
3129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
310,0.0,0.78071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
3970,0.0,0.0,0.0,0.0,0.78862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67968,0.0,1.0,0.1
4003,0.0,0.76862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
990,0.0,0.0,0.0,0.86796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75993,0.0,0.0,0.0,0.0,1.0,0.9
153,0.0,0.0,0.0,0.0,0.0,0.0,0.83386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2533,0.0,0.0,0.0,0.0,0.0,0.0,0.4758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39675,0.0,0.0,0.0,1.0,1.0
2833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88102,0.41065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
3949,0.0,0.0,0.0,0.0,0.0,0.86251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
4844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78773,0.0,0.0,0.0,1.0,1.0
3610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
2217,0.0,0.0,0.0,0.0,0.0,0.56865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4061,0.0,0.0,0.0,0.0,0.0,0.44713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86706,0.0,0.0,0.0,0.0,0.1
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49206,0.0,0.79262,0.0,0.0,0.6
851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
2254,0.0,0.0,0.0,0.0,0.0,0.36977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
1856,0.86327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2972,0.0,0.0,0.78419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51465,0.0,0.0,0.0,0.0,0.0,1.0
