,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,chair,couch,potted plant,bed,dining table,y_test,y_pred
67895,0.0,0.0,0.0,0.0,0.0,0.88643,0.0,0.67733,0.0,0.0,0.0,0.0,0.0,0.5321714229288043
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27485,0.80331,0.0,0.0,0.0,1.0,0.7574626680163175
101140,0.0,0.0,0.0,0.0,0.0,0.0,0.86825,0.0,0.0,0.0,0.0,0.0,1.0,0.9954615540479501
67630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76129,0.64655,0.61787,0.0,0.75009,1.0,0.44571428571428573
57591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31261,1.0,0.8604099380722829
32346,0.0,0.0,0.0,0.0,0.0,0.91179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06977906022041101
86058,0.0,0.0,0.0,0.80014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09775657119349868
78028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63528,0.0,0.0,0.0,0.0,0.0,0.500739147468298
28066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90552,0.0,0.0,0.0,1.0,0.7394910982626717
62176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48987,0.0,0.0,0.0,0.0,1.0,0.5897924732247641
84294,0.0,0.0,0.0,0.0,0.0,0.42751,0.0,0.0,0.28123,0.0,0.0,0.0,0.0,0.07555593065093451
29445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82063,0.0,0.0,0.0,1.0,0.8295796710290105
52786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79862,0.0,1.0,0.7839957910763914
84975,0.78237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4856844708559792
47479,0.79551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4856844708559792
6821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91695,0.0,0.0,0.28124,0.0,0.0,0.2357051282051282
51378,0.0,0.0,0.0,0.84433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06292099883552421
17940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65327,1.0,0.8823658186209535
114243,0.0,0.0,0.0,0.0,0.0,0.77005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25891352128991457
13918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79369,1.0,0.8097484933748895
22956,0.79309,0.0,0.0,0.0,0.0,0.0,0.0,0.42654,0.0,0.0,0.0,0.0,1.0,0.4226658813913886
92248,0.0,0.0,0.0,0.0,0.0,0.43343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09706195206458525
101534,0.0,0.0,0.0,0.0,0.0,0.40218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10069663562447981
94701,0.0,0.0,0.0,0.0,0.0,0.84796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10769666036095718
84378,0.0,0.0,0.0,0.0,0.0,0.0,0.91913,0.0,0.0,0.0,0.0,0.0,1.0,1.0
28762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.915,0.0,1.0,0.9432142896166171
28554,0.0,0.0,0.75287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32812752950810287
61350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88854,0.40013,0.76072,0.0,0.0,0.0,0.3696969696969697
53711,0.0,0.0,0.0,0.0,0.0,0.50821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09547066236810711
17054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66278,0.82257,0.0,0.0,0.0,1.0,0.8446738818978264
7539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88042,0.0,0.0,0.0,0.0,0.0,0.3800856774620123
115450,0.0,0.0,0.0,0.0,0.0,0.0,0.34119,0.0,0.0,0.0,0.0,0.0,1.0,0.5
105285,0.0,0.0,0.0,0.0,0.0,0.0,0.29149,0.0,0.0,0.0,0.0,0.0,1.0,0.5333333333333333
108948,0.0,0.0,0.0,0.0,0.0,0.3322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10887300369756499
113070,0.0,0.76565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5035327061510884
81897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78121,0.0,0.89443,0.0,0.0,0.0,0.31212121212121213
36117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81783,0.0,0.0,0.0,0.0,0.8229130043623438
11287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44157,0.0,0.0,0.29633,0.0,0.0,0.5370566133319372
44733,0.90265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4562,0.0,0.0,0.0,1.0,0.26049275262794924
14816,0.0,0.0,0.0,0.0,0.0,0.70585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09946556549776851
91533,0.0,0.0,0.0,0.0,0.0,0.8425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09095090611520294
14630,0.0,0.77421,0.0,0.0,0.0,0.0,0.0,0.0,0.87366,0.0,0.0,0.0,1.0,0.6916524179870323
104208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51932,0.0,0.0,0.0,0.0,0.0,0.5897924732247641
21841,0.88135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26308,0.0,0.0,0.0,1.0,0.5143876405558062
83985,0.0,0.0,0.0,0.0,0.0,0.0,0.75606,0.0,0.0,0.0,0.0,0.0,1.0,0.9990625
2408,0.0,0.0,0.0,0.0,0.0,0.0,0.48477,0.0,0.0,0.0,0.0,0.0,1.0,1.0
86736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89194,0.0,1.0,0.7141505497750226
25683,0.75393,0.0,0.0,0.0,0.0,0.77694,0.0,0.32867,0.0,0.0,0.0,0.0,0.0,0.050927447401296566
105702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88142,0.0,0.0,0.52461,0.0,0.0,0.8530263348148628
23141,0.0,0.0,0.0,0.0,0.0,0.0,0.7937,0.0,0.0,0.0,0.0,0.0,1.0,0.9977438186813187
79896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33745,0.39659,0.0,0.0,0.0,1.0,0.5707920062376415
22965,0.0,0.0,0.0,0.0,0.0,0.76745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06951163251761656
98860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51678,1.0,0.8729852636600131
18485,0.0,0.0,0.0,0.0,0.0,0.67253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11939277176401777
25215,0.0,0.77457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5356942603801202
111281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74838,0.0,0.0,0.0,0.0,0.6943621927549513
73051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43875,0.83998,0.87984,0.0,0.0,0.0,0.3072458791208791
6325,0.0,0.0,0.0,0.81099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06629097793651709
