,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,chair,couch,potted plant,bed,dining table,y_test,y_pred
73932,0.76707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48998428991395465
34743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3147,1.0,0.8584064262249166
6049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27547,0.0,0.0,0.0,0.0,0.0,0.5402835710658278
110540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30919,0.82631,0.0,0.0,0.0,0.23903167930422642
108187,0.0,0.0,0.0,0.0,0.0,0.0,0.76716,0.0,0.0,0.0,0.0,0.0,1.0,0.9979462583779132
58930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57032,1.0,0.8655425339077318
47856,0.93446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2648287071767942
8944,0.0,0.0,0.0,0.0,0.0,0.46378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697071619580166
24948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85632,0.0,1.0,0.8786377381612269
87408,0.78029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41733146747480426
57389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86153,0.0,0.0,0.86153,0.0,0.7435910147692919
55807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73482,0.0,0.0,0.52308,0.0,1.0,0.7074618214895051
84767,0.0,0.0,0.0,0.0,0.0,0.5673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11688190921596049
17122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7875,1.0,0.8717095161883558
6431,0.0,0.0,0.0,0.0,0.0,0.48432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09384325977832494
39687,0.0,0.0,0.0,0.0,0.0,0.0,0.60764,0.0,0.0,0.0,0.0,0.0,1.0,1.0
105568,0.0,0.76856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5326567653499852
104703,0.0,0.0,0.0,0.90705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112155,0.0,0.0,0.0,0.78233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03301015314324393
16324,0.0,0.0,0.0,0.0,0.0,0.65977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11947750735760776
95616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67914,0.0,0.0,0.85011,0.0,1.0,0.8119077663433878
97696,0.0,0.0,0.0,0.0,0.0,0.0,0.68555,0.0,0.0,0.0,0.0,0.0,1.0,0.9951838274386866
88065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30264,1.0,0.9089018213413216
115761,0.88563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45114587785358873
34242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83487,0.0,0.0,0.0,1.0,0.7299321066146811
109114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81788,1.0,0.8439635055606839
115764,0.0,0.0,0.0,0.0,0.0,0.0,0.73434,0.0,0.0,0.0,0.0,0.0,1.0,0.9979462583779132
