,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,chair,couch,potted plant,bed,dining table,y_test,y_pred
35522,0.0,0.0,0.0,0.0,0.0,0.0,0.86865,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17285,0.78971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7685396169182359
16494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67185,0.0,0.0,0.0,0.0,0.7
19734,0.0,0.0,0.0,0.0,0.0,0.51178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028884334643458732
107480,0.77293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47914,0.85591,0.85591,0.0,1.0,0.2
66255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75446,0.90288,0.86207,0.0,0.40715,0.0,0.9
59411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8214,0.0,0.0,0.9875
73482,0.0,0.0,0.0,0.0,0.0,0.72292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93789,0.0,0.0,0.0,1.0,0.1
45734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78591,0.91917,0.0,0.0,1.0,0.2
34343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8193,0.0,0.0,0.0,1.0,0.8
38992,0.0,0.0,0.0,0.0,0.0,0.28442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78988,0.75418,0.0,0.78988,0.0,1.0,0.6
93630,0.0,0.76089,0.0,0.0,0.0,0.0,0.86805,0.0,0.0,0.0,0.0,0.0,1.0,1.0
57261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90784,0.0,0.0,0.0,0.0,1.0,0.0
110097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57019,0.0,0.0,0.0,1.0,0.05
68632,0.0,0.0,0.0,0.76967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
