,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,chair,couch,potted plant,bed,dining table,y_test,y_pred
41369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86648,0.0,0.8166411166084577
67395,0.81145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.529826754978589
96027,0.0,0.0,0.0,0.0,0.0,0.4544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11686073978068787
545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89813,0.85632,0.0,0.0,0.0,1.0,0.529826754978589
60906,0.0,0.0,0.0,0.0,0.0,0.63174,0.0,0.0,0.85563,0.86135,0.0,0.0,0.0,0.13982980586191587
92423,0.77597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
32356,0.0,0.77916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.529826754978589
26310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83957,1.0,0.8166411166084577
99136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58153,0.0,0.0,0.0,0.0,0.529826754978589
96872,0.0,0.78436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
92870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84727,0.0,0.0,0.0,1.0,0.529826754978589
6395,0.0,0.0,0.0,0.0,0.0,0.92499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11126651059512742
71416,0.0,0.0,0.0,0.0,0.0,0.0,0.78512,0.0,0.0,0.0,0.0,0.0,1.0,0.9832029080041813
45191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74465,0.34637,0.0,0.8166411166084577
42243,0.0,0.0,0.0,0.0,0.0,0.91318,0.0,0.0,0.0,0.90927,0.0,0.0,0.0,0.11126651059512742
101279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5531,1.0,0.8166411166084577
94475,0.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.529826754978589
24097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86565,0.8946,0.88979,0.0,0.0,0.0,0.46545988531545934
69330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43016,0.0,0.0,0.0,0.0,0.0,0.529826754978589
116148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81491,0.0,0.0,0.0,1.0,0.529826754978589
12521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35552,0.0,1.0,0.5533061016268639
5271,0.0,0.0,0.0,0.0,0.0,0.0,0.26645,0.0,0.0,0.0,0.0,0.0,1.0,0.8419224238280846
95793,0.0,0.0,0.0,0.0,0.0,0.4442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11686073978068787
50184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66191,0.0,0.0,0.0,0.0,0.529826754978589
87444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804,1.0,0.8166411166084577
99184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87352,0.49363,0.0,0.0,0.0,0.49991343823223316
40440,0.0,0.78548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.529826754978589
8659,0.0,0.0,0.0,0.82728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1762148786313251
101150,0.0,0.0,0.0,0.0,0.0,0.4391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11686073978068787
38303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59158,0.0,0.0,0.0,0.0,0.0,0.529826754978589
100217,0.0,0.0,0.0,0.0,0.0,0.0,0.91688,0.0,0.0,0.0,0.0,0.0,1.0,0.9929130434275528
17489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93095,0.59661,0.0,0.0,0.0,0.0,0.529826754978589
70647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79952,0.0,0.0,0.90143,0.0,1.0,0.7377900118592294
11307,0.0,0.0,0.0,0.0,0.0,0.0,0.8404,0.0,0.0,0.0,0.0,0.0,1.0,0.9901078486419669
92868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70154,1.0,0.8166411166084577
24347,0.78852,0.0,0.0,0.0,0.0,0.74813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11126651059512742
35260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40324,0.0,0.0,0.0,0.0,0.0,0.529826754978589
109911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86372,0.46136,0.0,0.28606,0.0,1.0,0.529826754978589
30923,0.0,0.0,0.0,0.77795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508007372171837
25947,0.0,0.0,0.0,0.0,0.0,0.77306,0.0,0.49476,0.0,0.0,0.0,0.0,1.0,0.13878847709089331
31479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76502,1.0,0.8166411166084577
85467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66089,0.0,0.0,0.87563,0.0,0.0,0.7377900118592294
57902,0.0,0.0,0.0,0.76853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508007372171837
107504,0.0,0.0,0.0,0.0,0.0,0.71335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11126651059512742
111617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85921,0.0,0.0,0.0,0.0,0.529826754978589
109423,0.0,0.0,0.0,0.77882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1508007372171837
54989,0.0,0.0,0.0,0.0,0.0,0.44275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11686073978068787
78748,0.0,0.0,0.0,0.0,0.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
23024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72184,0.0,0.0,0.0,1.0,0.529826754978589
82114,0.0,0.0,0.0,0.90177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10626567478066136
56968,0.0,0.0,0.0,0.0,0.0,0.0,0.93259,0.0,0.0,0.0,0.0,0.0,1.0,0.9929130434275528
28824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86935,0.9183,0.0,0.77285,0.0,0.22841266233338803
20940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74961,0.0,1.0,0.7377900118592294
62224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82551,0.92284,0.0,0.0,0.0,0.46545988531545934
19490,0.0,0.0,0.0,0.0,0.0,0.0,0.64842,0.0,0.0,0.0,0.0,0.0,1.0,0.9773573730565468
105913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79207,0.0,0.0,0.89451,0.0,1.0,0.7377900118592294
87925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75914,0.92616,0.0,0.61161,0.0,0.22841266233338803
113195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76931,0.0,0.8166411166084577
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44761,1.0,0.8166411166084577
90982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80104,1.0,0.8166411166084577
40268,0.0,0.84422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
12165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89754,0.0,0.0,0.7377900118592294
78432,0.0,0.83577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
12934,0.0,0.85521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.529826754978589
74645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72784,0.0,0.0,0.0,0.0,0.0,0.529826754978589
16080,0.0,0.0,0.0,0.0,0.0,0.0,0.87481,0.0,0.0,0.0,0.0,0.36929,1.0,0.9901078486419669
39680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53942,1.0,0.8166411166084577
9162,0.82172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
4150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45135,1.0,0.8166411166084577
41394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79115,1.0,0.8166411166084577
88703,0.0,0.0,0.0,0.0,0.0,0.0,0.88661,0.0,0.0,0.0,0.0,0.0,1.0,0.9901078486419669
52011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81322,0.0,1.0,0.7377900118592294
43647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32535,0.0,0.51726,0.0,0.0,0.0,0.49991343823223316
99005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63109,0.0,0.0,0.90078,0.0,1.0,0.7377900118592294
70161,0.0,0.0,0.0,0.8026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508007372171837
6337,0.0,0.76689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
110433,0.82992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.529826754978589
32630,0.0,0.0,0.0,0.0,0.0,0.0,0.83044,0.0,0.0,0.0,0.0,0.0,1.0,0.9883131216942067
67060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62519,0.0,0.0,0.0,0.30492,1.0,0.8166411166084577
13638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78844,0.0,0.8166411166084577
71270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85545,0.0,0.0,0.30771,0.0,0.0,0.5533061016268639
51153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33735,0.0,0.0,0.0,0.0,1.0,0.529826754978589
65494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68218,1.0,0.8166411166084577
78186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36026,0.0,0.8166411166084577
36259,0.0,0.75073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
10352,0.0,0.0,0.0,0.0,0.83355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
18606,0.0,0.0,0.0,0.82182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1508007372171837
59714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87682,0.86875,0.32351,0.0,0.0,0.0,0.49991343823223316
47916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35373,0.0,0.0,0.0,0.0,0.529826754978589
16260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76539,0.0,0.0,0.6361,0.0,1.0,0.7377900118592294
4321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29831,0.0,0.0,0.0,1.0,0.529826754978589
53006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51174,1.0,0.8166411166084577
69214,0.0,0.75552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
41006,0.80557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
49882,0.0,0.8471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
30910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71393,0.0,0.0,0.0,0.0,0.0,0.529826754978589
89025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85646,0.0,0.0,0.0,0.0,0.0,0.529826754978589
59511,0.87535,0.0,0.0,0.0,0.0,0.0,0.0,0.66362,0.0,0.0,0.0,0.0,1.0,0.529826754978589
99884,0.0,0.0,0.0,0.0,0.0,0.44775,0.0,0.86475,0.60289,0.79436,0.0,0.0,0.0,0.13230190661821364
82884,0.0,0.0,0.0,0.0,0.0,0.0,0.89081,0.0,0.0,0.0,0.0,0.0,1.0,0.9901078486419669
102954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60888,0.0,0.0,0.0,0.0,0.0,0.529826754978589
51775,0.0,0.0,0.0,0.0,0.0,0.0,0.87851,0.0,0.0,0.0,0.0,0.0,1.0,0.9901078486419669
22022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82163,0.0,0.0,0.0,1.0,0.529826754978589
56399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38255,0.0,1.0,0.5533061016268639
116634,0.0,0.0,0.0,0.0,0.0,0.80551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11126651059512742
25284,0.0,0.0,0.0,0.78849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508007372171837
30901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81603,0.0,0.0,0.4539,0.0,1.0,0.60490263235783
86628,0.0,0.0,0.0,0.0,0.0,0.48853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11126651059512742
45940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75576,0.0,0.0,0.0,1.0,0.529826754978589
16317,0.0,0.0,0.0,0.0,0.0,0.0,0.87465,0.0,0.0,0.0,0.0,0.0,1.0,0.9901078486419669
106640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58445,0.49674,0.0,0.53656,0.0,0.0,0.7377900118592294
65023,0.0,0.0,0.0,0.80634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508007372171837
76043,0.0,0.0,0.0,0.0,0.0,0.27758,0.0,0.0,0.0,0.0,0.80708,0.0,0.0,0.25119970296052685
6504,0.0,0.0,0.0,0.0,0.0,0.37241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1327681428425042
94507,0.79548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
56910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80803,0.0,1.0,0.7377900118592294
86001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82792,0.0,0.0,0.0,0.0,0.0,0.529826754978589
111048,0.0,0.0,0.0,0.0,0.0,0.83293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11126651059512742
53083,0.0,0.0,0.0,0.0,0.0,0.0,0.75792,0.0,0.0,0.0,0.0,0.0,1.0,0.9805924757035639
11310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67529,0.0,1.0,0.7377900118592294
66254,0.0,0.7753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529826754978589
9921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46075,1.0,0.8166411166084577
22470,0.0,0.0,0.0,0.0,0.75843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.529826754978589
72531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65401,0.0,0.0,0.0,1.0,0.529826754978589
41725,0.0,0.0,0.0,0.81589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1508007372171837
40873,0.0,0.0,0.0,0.0,0.0,0.0,0.73659,0.0,0.0,0.0,0.0,0.0,1.0,0.9805924757035639
15040,0.0,0.0,0.0,0.0,0.0,0.59587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11126651059512742
66864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91347,0.3954,0.0,0.0,0.0,0.49991343823223316
111944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88241,0.91272,0.61749,0.0,0.88241,0.0,0.22841266233338803
50283,0.0,0.0,0.0,0.75194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16328695855757172
32898,0.0,0.0,0.0,0.0,0.0,0.0,0.7314,0.0,0.0,0.0,0.0,0.0,1.0,0.9805924757035639
102453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5072,0.0,0.0,0.0,0.0,0.0,0.529826754978589
61832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8376,0.0,0.0,0.0,0.0,0.529826754978589
2483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47802,1.0,0.8166411166084577
77176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34488,0.0,0.0,0.0,0.0,0.0,0.529826754978589
106846,0.0,0.0,0.0,0.0,0.0,0.89071,0.0,0.80947,0.0,0.0,0.0,0.0,0.0,0.13878847709089331
104205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8499,0.0,0.0,0.5817,0.0,1.0,0.7377900118592294
81151,0.0,0.0,0.0,0.77988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508007372171837
115505,0.0,0.0,0.0,0.0,0.0,0.68892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11126651059512742
50690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70866,1.0,0.8166411166084577
95047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69163,0.0,0.0,0.0,0.0,0.0,0.529826754978589
57885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26674,0.0,0.0,0.529826754978589
29340,0.0,0.0,0.0,0.0,0.0,0.77741,0.0,0.50387,0.0,0.0,0.0,0.0,0.0,0.13878847709089331
72152,0.0,0.0,0.0,0.0,0.0,0.83637,0.0,0.35991,0.0,0.0,0.0,0.0,0.0,0.1188567508965224
62506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43066,0.69809,0.88239,0.0,0.0,0.0,0.46545988531545934
27836,0.76575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.529826754978589
3509,0.0,0.0,0.0,0.0,0.0,0.78832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11126651059512742
17600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89845,0.6526,0.89889,0.0,0.0,0.0,0.46545988531545934
