0.33393,0.11218,-0.76319
0.33393,0.11218,0.47354
0.00000,0.00000,0.00000
0.33393,0.11218,-0.76319
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
0.31539,0.09083,-0.83347
