4.41023,2.92969,-1.48244
4.41023,2.92969,1.05686
0.00000,0.00000,0.00000
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
4.41023,2.92969,-1.48244
